RMAC,definition,strong,verb_core,language,lookup_source,verify_status,verify_detail
Art | V-Hifil-Perf-3cp,<p>Article </p><p>+ Verb - Hifil - Perfect - third person common plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Art | V-Hifil-Perf-3ms,<p>Article </p><p>+ Verb - Hifil - Perfect - third person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Art | V-Hifil-Prtcpl-fs,<p>Article </p><p>+ Verb - Hifil - Participle - feminine singular</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hifil-Prtcpl-mp,<p>Article </p><p>+ Verb - Hifil - Participle - masculine plural</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hifil-Prtcpl-ms,<p>Article </p><p>+ Verb - Hifil - Participle - masculine singular</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hifil-Prtcpl-msc,<p>Article </p><p>+ Verb - Hifil - Participle - masculine singular construct</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hifil-Prtcpl-msc | 2mp,<p>Article </p><p>+ Verb - Hifil - Participle - masculine singular construct </p><p>+ second person masculine plural</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hifil-Prtcpl-msc | 2ms,<p>Article </p><p>+ Verb - Hifil - Participle - masculine singular construct </p><p>+ second person masculine singular</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hifil-Prtcpl-msc | 3mp,<p>Article </p><p>+ Verb - Hifil - Participle - masculine singular construct </p><p>+ third person masculine plural</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hifil-Prtcpl-msc | 3ms,<p>Article </p><p>+ Verb - Hifil - Participle - masculine singular construct </p><p>+ third person masculine singular</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Art | V-Hitpael-Prtcpl-fp,<p>Article </p><p>+ Verb - Hitpael - Participle - feminine plural</p>,H8693,V-Hitpael-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hitpael/participe,OK_DEF_MATCH,Hitpael / Participe
Art | V-Hitpael-Prtcpl-fs,<p>Article </p><p>+ Verb - Hitpael - Participle - feminine singular</p>,H8693,V-Hitpael-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hitpael/participe,OK_DEF_MATCH,Hitpael / Participe
Art | V-Hitpael-Prtcpl-mp,<p>Article </p><p>+ Verb - Hitpael - Participle - masculine plural</p>,H8693,V-Hitpael-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hitpael/participe,OK_DEF_MATCH,Hitpael / Participe
Art | V-Hitpael-Prtcpl-ms,<p>Article </p><p>+ Verb - Hitpael - Participle - masculine singular</p>,H8693,V-Hitpael-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hitpael/participe,OK_DEF_MATCH,Hitpael / Participe
Art | V-Hofal-Prtcpl-fs,<p>Article </p><p>+ Verb - Hofal - Participle - feminine singular</p>,H8716,V-Hofal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hofal/participe,OK_DEF_MATCH,Hofal / Participe
Art | V-Hofal-Prtcpl-mp,<p>Article </p><p>+ Verb - Hofal - Participle - masculine plural</p>,H8716,V-Hofal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hofal/participe,OK_DEF_MATCH,Hofal / Participe
Art | V-Hofal-Prtcpl-ms,<p>Article </p><p>+ Verb - Hofal - Participle - masculine singular</p>,H8716,V-Hofal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hofal/participe,OK_DEF_MATCH,Hofal / Participe
Art | V-Nifal-Perf-3cp,<p>Article </p><p>+ Verb - Nifal - Perfect - third person common plural</p>,H8738,V-Nifal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Nifal/parfait,OK_DEF_MATCH,Nifal / Parfait
Art | V-Nifal-Perf-3ms,<p>Article </p><p>+ Verb - Nifal - Perfect - third person masculine singular</p>,H8738,V-Nifal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Nifal/parfait,OK_DEF_MATCH,Nifal / Parfait
Art | V-Nifal-Prtcpl-fp,<p>Article </p><p>+ Verb - Nifal - Participle - feminine plural</p>,H8737,V-Nifal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Nifal/participe,OK_DEF_MATCH,Nifal / Participe
Art | V-Nifal-Prtcpl-fs,<p>Article </p><p>+ Verb - Nifal - Participle - feminine singular</p>,H8737,V-Nifal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Nifal/participe,OK_DEF_MATCH,Nifal / Participe
Art | V-Nifal-Prtcpl-mp,<p>Article </p><p>+ Verb - Nifal - Participle - masculine plural</p>,H8737,V-Nifal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Nifal/participe,OK_DEF_MATCH,Nifal / Participe
Art | V-Nifal-Prtcpl-ms,<p>Article </p><p>+ Verb - Nifal - Participle - masculine singular</p>,H8737,V-Nifal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Nifal/participe,OK_DEF_MATCH,Nifal / Participe
Art | V-Piel-Prtcpl-fp,<p>Article </p><p>+ Verb - Piel - Participle - feminine plural</p>,H8764,V-Piel-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Piel/participe,OK_DEF_MATCH,Piel / Participe
Art | V-Piel-Prtcpl-fs,<p>Article </p><p>+ Verb - Piel - Participle - feminine singular</p>,H8764,V-Piel-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Piel/participe,OK_DEF_MATCH,Piel / Participe
Art | V-Piel-Prtcpl-mp,<p>Article </p><p>+ Verb - Piel - Participle - masculine plural</p>,H8764,V-Piel-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Piel/participe,OK_DEF_MATCH,Piel / Participe
Art | V-Piel-Prtcpl-ms,<p>Article </p><p>+ Verb - Piel - Participle - masculine singular</p>,H8764,V-Piel-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Piel/participe,OK_DEF_MATCH,Piel / Participe
Art | V-Piel-Prtcpl-msc | 1cs,<p>Article </p><p>+ Verb - Piel - Participle - masculine singular construct </p><p>+ first person common singular</p>,H8764,V-Piel-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Piel/participe,OK_DEF_MATCH,Piel / Participe
Art | V-Piel-Prtcpl-msc | 2fs,<p>Article </p><p>+ Verb - Piel - Participle - masculine singular construct </p><p>+ second person feminine singular</p>,H8764,V-Piel-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Piel/participe,OK_DEF_MATCH,Piel / Participe
Art | V-Pual-Perf-3fs,<p>Article </p><p>+ Verb - Pual - Perfect - third person feminine singular</p>,H8795,V-Pual-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Pual/parfait,OK_DEF_MATCH,Pual / Parfait
Art | V-Pual-Prtcpl-fp,<p>Article </p><p>+ Verb - Pual - Participle - feminine plural</p>,H8794,V-Pual-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Pual/participe,OK_DEF_MATCH,Pual / Participe
Art | V-Pual-Prtcpl-fs,<p>Article </p><p>+ Verb - Pual - Participle - feminine singular</p>,H8794,V-Pual-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Pual/participe,OK_DEF_MATCH,Pual / Participe
Art | V-Pual-Prtcpl-mp,<p>Article </p><p>+ Verb - Pual - Participle - masculine plural</p>,H8794,V-Pual-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Pual/participe,OK_DEF_MATCH,Pual / Participe
Art | V-Pual-Prtcpl-ms,<p>Article </p><p>+ Verb - Pual - Participle - masculine singular</p>,H8794,V-Pual-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Pual/participe,OK_DEF_MATCH,Pual / Participe
Art | V-Qal-Perf-3cp,<p>Article </p><p>+ Verb - Qal - Perfect - third person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Art | V-Qal-Perf-3fs,<p>Article </p><p>+ Verb - Qal - Perfect - third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Art | V-Qal-Prtcpl-fp,<p>Article </p><p>+ Verb - Qal - Participle - feminine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
Art | V-Qal-Prtcpl-fs,<p>Article </p><p>+ Verb - Qal - Participle - feminine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
Art | V-Qal-Prtcpl-mp,<p>Article </p><p>+ Verb - Qal - Participle - masculine plural</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
Art | V-Qal-Prtcpl-ms,<p>Article </p><p>+ Verb - Qal - Participle - masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
Art | V-Qal-Prtcpl-msc,<p>Article </p><p>+ Verb - Qal - Participle - masculine singular construct</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
Art | V-Qal-Prtcpl-msc | 3ms,<p>Article </p><p>+ Verb - Qal - Participle - masculine singular construct </p><p>+ third person masculine singular</p>,H8801,V-Qal-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe,OK_DEF_MATCH,Qal / Participe
Art | V-Qal-QalPassPrtcpl-fp,<p>Article </p><p>+ Verb - Qal - QalPassParticiple - feminine plural</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
Art | V-Qal-QalPassPrtcpl-fs,<p>Article </p><p>+ Verb - Qal - QalPassParticiple - feminine singular</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
Art | V-Qal-QalPassPrtcpl-mp,<p>Article </p><p>+ Verb - Qal - QalPassParticiple - masculine plural</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
Art | V-Qal-QalPassPrtcpl-mpc,<p>Article </p><p>+ Verb - Qal - QalPassParticiple - masculine plural construct</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
Art | V-Qal-QalPassPrtcpl-ms,<p>Article </p><p>+ Verb - Qal - QalPassParticiple - masculine singular</p>,H8803,V-Qal-QalPassPrtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Qal/participe passif,OK_DEF_MATCH,Qal / Participe Passif
Art | V-QalPass-Prtcpl-ms,<p>Article </p><p>+ Verb - QalPass - Participle - masculine singular</p>,H8795,V-QalPass-Prtcpl,hebrew,FALLBACK_WARNING:bstudy:ref_lex_core_ori_tr:rejected_by_allstrong:H8795:MISMATCH_DEF:expected=QalPass/participe; got=Pual/Parfait,ACCEPTED_FALLBACK_WARNING,fallback accepted at end of process; authority_check=MISMATCH_DEF:expected=QalPass/participe; got=Pual/Parfait
Conj-w | V-Hifil-ConjImperf-1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - first person common plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-1cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - first person common plural </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-1cs | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - first person common singular </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-1cs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - first person common singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-1cs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - first person common singular </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-2fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - second person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-2mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - second person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-2mp | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - second person masculine plural </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-2ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - second person masculine singular </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-2ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - second person masculine singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3fs | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person feminine singular </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3fs | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person feminine singular </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3fs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person feminine singular </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3mp | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine plural </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3mp | 2fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine plural </p><p>+ second person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3mp | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine plural </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3mp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine plural </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3mp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine plural </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3ms | 1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine singular </p><p>+ first person common plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine singular </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3ms | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine singular </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine singular </p><p>+ third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf-3ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect - third person masculine singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Cohort-1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative - first person common plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Cohort-1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative - first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.h-1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative if contextual - first person common plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.h-1cp | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative if contextual - first person common plural </p><p>+ third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.h-1cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative if contextual - first person common plural </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.h-1cp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative if contextual - first person common plural </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.h-1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative if contextual - first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.h-1cs | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative if contextual - first person common singular </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.h-1cs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Cohortative if contextual - first person common singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Jus-1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Jussive - first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Jus-2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Jussive - second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Jus-3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Jussive - third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Jus-3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Jussive - third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Jus-3ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Jussive - third person masculine singular </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Jus-3ms | 2mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Jussive - third person masculine singular </p><p>+ second person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjImperf.Jus-3ms | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive imperfect Jussive - third person masculine singular </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConjPerf-1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-1cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common plural </p><p>+ third person masculine plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-1cs | 2fs2,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common singular </p><p>+ second person feminine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
